Release Date,Season,Episode,Episode Title,Sentence,Character,word_count
2017-07-16,Season 7,Episode 1,Dragonstone,"So does everyone when it suits them. Unlike the Freys, they have ships. And they're good at killing.",cersei lannister,18
2017-07-16,Season 7,Episode 1,Dragonstone,"They're not good at anything. I know the Ironborn. They're bitter, angry little people. All they know how to do is steal things they can't build or grow themselves.",jaime lannister,29
2017-07-16,Season 7,Episode 1,Dragonstone,Euron Greyjoy didn't come here for that.,cersei lannister,7
2017-07-16,Season 7,Episode 1,Dragonstone,"Oh, what did he come here for, then?",jaime lannister,8
2017-07-16,Season 7,Episode 1,Dragonstone,A queen.,cersei lannister,2
2017-07-16,Season 7,Episode 1,Dragonstone,"The moment I was chosen Lord of the Iron Islands, they turned on me. Their own uncle. They stole my best ships and ran. Sailed the right across the world and gave them to the Dragon Queen so she could bring her armies here to attack you.",euron greyjoy,47
2017-07-16,Season 7,Episode 1,Dragonstone,"It's nothing compares to the treason you suffered at the hands of a family members, from what I hear. But still, it bothers me. Murdering them would make me feel a lot better. And since it appears that all our treasonous family members are fighting for the same side, I thought we rightful monarchs could murder them together.",euron greyjoy,58
2017-07-16,Season 7,Episode 1,Dragonstone,"You're not a rightful monarch, though, are you?",jaime lannister,8
2017-07-16,Season 7,Episode 1,Dragonstone,"The Greyjoys rebelled agains the throne for the right to be monarchs, but as I recall, you were soundly defeated. Come to mention it, weren't you the one who started that rebellion by sailing to Casterly Rock and burning the Lannister fleet? You certainly caught us there. Very smart move on your part. Of course, we all made it to the Iron Islands anyway. I was there.",jaime lannister,67
2017-07-16,Season 7,Episode 1,Dragonstone,"I remember very well. I saw you. I heard so much talk. The best in the world. No one can stop him. I didn't believe it, to be honesty. But I must say, when you rushed through the breach and started cutting people down...it was glorious. Like a dance.",euron greyjoy,50
2017-07-16,Season 7,Episode 1,Dragonstone,The people I was cutting down were your own kin.,jaime lannister,10
2017-07-16,Season 7,Episode 1,Dragonstone,The place was getting crowded. I enjoyed watching it. I truly did.,euron greyjoy,12
2017-07-16,Season 7,Episode 1,Dragonstone,And I enjoyed killing Greyjoys.,jaime lannister,5
2017-07-16,Season 7,Episode 1,Dragonstone,"A good thing for me. If you hadn't crushed us, I wouldn't have gone into exile. If I hadn't done that, I wouldn't be the greatest captain on the 14 seas.",euron greyjoy,31
2017-07-16,Season 7,Episode 1,Dragonstone,If not the most humble.,cersei lannister,5
2017-07-16,Season 7,Episode 1,Dragonstone,"You're not humble. You're the queen of a great nation. You don't care about the Iron Islands. They're nothing but rocks and bird shit and--and a lot of very unattractive people. The Iron Fleet, on the other hand, that's something else entirely. It's the greatest armada Westeros has ever seen. With the Iron Fleet, you own the seas. You can defeat the invaders of the east and the pretenders of the north and south.",euron greyjoy,75
2017-07-16,Season 7,Episode 1,Dragonstone,What do you want in return?,cersei lannister,6
2017-07-16,Season 7,Episode 1,Dragonstone,"Ever since I was a little boy, I wanted to grow up and mary the most beautiful woman in the world. So here I am, with a thousand ships and two good hands.",euron greyjoy,33
2017-07-16,Season 7,Episode 1,Dragonstone,I decline your proposal.,cersei lannister,4
2017-07-16,Season 7,Episode 1,Dragonstone,Why?,euron greyjoy,1
2017-07-16,Season 7,Episode 1,Dragonstone,You're not trustworthy. You've broken promises to allies before and murdered them at the nearest opportunity. You murdered your own brother.,cersei lannister,21
2017-07-16,Season 7,Episode 1,Dragonstone,You should try it. Feels wonderful.,euron greyjoy,6
2017-07-16,Season 7,Episode 1,Dragonstone,"I don't expect you to trust me outright. You need proof of my honest intentions. In my experience, the surest way to a woman's heart is with a gift. A priceless gift. I won't return to King's Landing until I have that for you.",euron greyjoy,44
2017-07-16,Season 7,Episode 1,Dragonstone,"Ah, Maester Weyland. A drinker's liver if ever I saw one.",marwyn,11
2017-07-16,Season 7,Episode 1,Dragonstone,Weigh that.,marwyn,2
2017-07-16,Season 7,Episode 1,Dragonstone,The triumph of transitory pleasures. Mankindo s curse.,marwyn,8
2017-07-16,Season 7,Episode 1,Dragonstone,"Archmaester, I was wondering...",sam tarly,4
2017-07-16,Season 7,Episode 1,Dragonstone,What's the weight?,marwyn,3
2017-07-16,Season 7,Episode 1,Dragonstone,"Um, 147.",sam tarly,2
2017-07-16,Season 7,Episode 1,Dragonstone,I was wondering if you had considered my proposition.,sam tarly,9
2017-07-16,Season 7,Episode 1,Dragonstone,I don't remember your proposition.,marwyn,5
2017-07-16,Season 7,Episode 1,Dragonstone,"I asked you if, in light of what I've seen in the North, if I could have access to the restricted area of the library.",sam tarly,25
2017-07-16,Season 7,Episode 1,Dragonstone,That area is reserved for maesters. Are you a maester?,marwyn,10
2017-07-16,Season 7,Episode 1,Dragonstone,No.,sam tarly,1
2017-07-16,Season 7,Episode 1,Dragonstone,"Not a very strong proposition, is it?",marwyn,7
2017-07-16,Season 7,Episode 1,Dragonstone,"Archmaester, with respect, I've seen them--the Army of the Dead. The white walkers. W was sent here to learn how to defeat them, but everyone in the Citadel, those who will even talk to me, they all doubt the walkers ever existed in the first place.",sam tarly,47
2017-07-16,Season 7,Episode 1,Dragonstone,Everyone in the Citadel doubts everything. It's their job. But the tales of the Long Night can't be pure fabrication. Too many similarities from unconnected sources.,marwyn,26
2017-07-16,Season 7,Episode 1,Dragonstone,Sources in the restricted area?,sam tarly,5
2017-07-16,Season 7,Episode 1,Dragonstone,The very same. And the simplest explanation for your grating obsession with the white walkers is that you're telling the truth and that you saw what you say you saw.,marwyn,30
2017-07-16,Season 7,Episode 1,Dragonstone,"So, you believe me.",sam tarly,4
2017-07-16,Season 7,Episode 1,Dragonstone,I do. You'll finish weighing that heart?,marwyn,7
2017-07-16,Season 7,Episode 1,Dragonstone,That makes you the only person south of the Twins who does.,sam tarly,12
2017-07-16,Season 7,Episode 1,Dragonstone,"We're not lie the people south of the Twins. And we're not like the people north of the Twins. In the Citadel, we lead different lives for different reasons. We are this worldo s memory, Samwell Tarly. Without us, men would be little better than dogs. Don't remember any meal but the last, can't see forward to any but the next. And every time you leave the house and shut the door, they howl like you're gone forever. When Robert's Rebellion was raging, people that the end was near. The end of the Targaryen dynasty. ""How will we survive?"" When Aegon Targaryen turned his eye westward and flew his dragons to Blackwater Rush--""The end is near! How will we survive?"" And thousands of year before that, during the Long Night, we can forgive them for thinking it truly was the end. But it wasn't. None of it was. The Wall has stood through it all. And every winter that ever came has ended.",marwyn,164
2017-07-16,Season 7,Episode 1,Dragonstone,Be a good lad. Clean this up.,marwyn,7
2017-07-16,Season 7,Episode 1,Dragonstone,Nope.,brienne,1
2017-07-16,Season 7,Episode 1,Dragonstone,You're a lucky man.,tormund,4
2017-07-16,Season 7,Episode 1,Dragonstone,I've heard she beat the Hound in single combat. She's a very impressive woman.,petyr baelish,14
2017-07-16,Season 7,Episode 1,Dragonstone,"What do you want, Lord Baelish?",sansa stark,6
2017-07-16,Season 7,Episode 1,Dragonstone,I want you to be happy. I want you to be safe.,petyr baelish,12
2017-07-16,Season 7,Episode 1,Dragonstone,"I am safe. I'm at home, surrounded by friends. I have Brienne to protect me from anyone who would harm me.",sansa stark,21
2017-07-16,Season 7,Episode 1,Dragonstone,What about happy? Why aren't you happy? What do you want that you do not have?,petyr baelish,16
2017-07-16,Season 7,Episode 1,Dragonstone,"At the moment, peace and quiet.",sansa stark,6
2017-07-16,Season 7,Episode 1,Dragonstone,"No need to seize the last word, Lord Baelish. I'll assume it was something clever.",sansa stark,15
2017-07-16,Season 7,Episode 1,Dragonstone,My lady.,petyr baelish,2
2017-07-16,Season 7,Episode 1,Dragonstone,Why is he still here?,brienne,5
2017-07-16,Season 7,Episode 1,Dragonstone,"We need his men. Without the Vale, Ramsay Bolton would still hold this castle. Littlefinger saved us.",sansa stark,17
2017-07-16,Season 7,Episode 1,Dragonstone,He wants something.,brienne,3
2017-07-16,Season 7,Episode 1,Dragonstone,I know exactly what he wants.,sansa stark,6
2017-07-16,Season 7,Episode 1,Dragonstone,He rode through the streets of the city / Down from his hill on high / O'er the winds and the steps and the cobble / He rode to a woman's sigh / For she was his secret treasure / She was his shame and his bliss / And a chain and a keep are nothing / Compared to a woman's kiss / For hands of gold are always cold / But a woman's hands are warm / For hands of gold are always cold / But a woman's hands are--,man,80
2017-07-16,Season 7,Episode 1,Dragonstone,That's a pretty song. I've never heard it before.,arya stark,9
2017-07-16,Season 7,Episode 1,Dragonstone,It's a new one.,man,4
2017-07-16,Season 7,Episode 1,Dragonstone,Are you hungry? We've got some rabbit.,man,7
2017-07-16,Season 7,Episode 1,Dragonstone,I don't want to steal your food.,arya stark,7
2017-07-16,Season 7,Episode 1,Dragonstone,"You're not stealing, we're offering. Come on, it's gonna be a cold night.",man,13
2017-07-16,Season 7,Episode 1,Dragonstone,You heading south?,man,3
2017-07-16,Season 7,Episode 1,Dragonstone,King's Landing.,arya stark,2
2017-07-16,Season 7,Episode 1,Dragonstone,Poor girl.,man,2
2017-07-16,Season 7,Episode 1,Dragonstone,"Not so bad, is it?",arya stark,5
2017-07-16,Season 7,Episode 1,Dragonstone,"Depends on your taste, I guess. If you like your streets covered in shit and pig's blood, it's the town for you.",man,22
2017-07-16,Season 7,Episode 1,Dragonstone,"All my life, I wanted to see the Red Keep, the Sept of Baelor, the Dragonpit. Then when I finally make it, they wouldn't let me within a mile of the Red Keep, the Sept of Baelor's blown to hell, and the Dragonpit is a damn ruin.",man,47
2017-07-16,Season 7,Episode 1,Dragonstone,"The people who live there, they'd skin you alive if they could make two coppers off your hide.",man,18
2017-07-16,Season 7,Episode 1,Dragonstone,Worst place in the world.,man,5
2017-07-16,Season 7,Episode 1,Dragonstone,What are you doing in the Riverlands?,arya stark,7
2017-07-16,Season 7,Episode 1,Dragonstone,"There's been some trouble with the Freys up at The Twins, so we're part of the army that's been sent to keep the peace.",man,24
2017-07-16,Season 7,Episode 1,Dragonstone,Here you go. Guests first.,man,5
2017-07-16,Season 7,Episode 1,Dragonstone,"Oh, no, I couldn't. You don't have enough.",arya stark,8
2017-07-16,Season 7,Episode 1,Dragonstone,My mother always told me to be kind to strangers. Strangers will be kind to you.,man,16
2017-07-16,Season 7,Episode 1,Dragonstone,"You're a long way from home. I'm sure you've had some adventures, though.",arya stark,13
2017-07-16,Season 7,Episode 1,Dragonstone,"Yeah, endless adventures. They'll be singing about us for a thousand years.",man,12
2017-07-16,Season 7,Episode 1,Dragonstone,"3; The truth is when we left home, we couldn't wait to get away. But now we've been gone a while, we can't wait to get home.",man,27
2017-07-16,Season 7,Episode 1,Dragonstone,I just think about my dad out there on his boat all alone. I ought o be out there with him.,man,21
2017-07-16,Season 7,Episode 1,Dragonstone,My wife's just had our first baby.,man,7
2017-07-16,Season 7,Episode 1,Dragonstone,Boy or girl?,arya stark,3
2017-07-16,Season 7,Episode 1,Dragonstone,"Oh, who knows? You think soldiers get ravens with news from home?",man,12
2017-07-16,Season 7,Episode 1,Dragonstone,I hope it's a girl.,man,5
2017-07-16,Season 7,Episode 1,Dragonstone,Why?,arya stark,1
2017-07-16,Season 7,Episode 1,Dragonstone,Girls take care of their papas when their papas grow old. Boys just go off to fight in someone else's wars.,man,21
2017-07-16,Season 7,Episode 1,Dragonstone,Are you old enough to drink?,man,6
2017-07-16,Season 7,Episode 1,Dragonstone,It's blackberry wine. I made it myself.,man,7
2017-07-16,Season 7,Episode 1,Dragonstone,It's really good.,arya stark,3
2017-07-16,Season 7,Episode 1,Dragonstone,"So, why is a nice girl on her own heading to King's Landing?",man,13
2017-07-16,Season 7,Episode 1,Dragonstone,I'm going to kill the queen.,arya stark,6
2017-07-16,Season 7,Episode 1,Dragonstone,Bad night to be outdoors.,thoros,5
2017-07-16,Season 7,Episode 1,Dragonstone,"You've got real powerful magic to figure that out. Did the Lord of Light whisper that in your ear? ""It's snowing, Thoros. It's windy. It's gonna be a cold night.""",sandor clegane,30
2017-07-16,Season 7,Episode 1,Dragonstone,"You're a grouchy old bear, aren't you, Clegane? You want some rum?",thoros,12
2017-07-16,Season 7,Episode 1,Dragonstone,Don't like that shit. It's too sweet.,sandor clegane,7
2017-07-16,Season 7,Episode 1,Dragonstone,Why are you always in such a foul mood?,thoros,9
2017-07-16,Season 7,Episode 1,Dragonstone,Experience.,sandor clegane,1
2017-07-16,Season 7,Episode 1,Dragonstone,This seems like a good place to spend the night.,beric dondarrion,10
2017-07-16,Season 7,Episode 1,Dragonstone,These people don't want us here.,sandor clegane,6
2017-07-16,Season 7,Episode 1,Dragonstone,Seems deserted to me. No livestock. No smoke coming from the chimney.,beric dondarrion,12
2017-07-16,Season 7,Episode 1,Dragonstone,I don't like the look of it.,sandor clegane,7
2017-07-16,Season 7,Episode 1,Dragonstone,"For a big, hard man, you scare easy.",thoros,8
2017-07-16,Season 7,Episode 1,Dragonstone,I'll tell you what doesn't scare me,sandor clegane,7
2017-07-16,Season 7,Episode 1,Dragonstone,Come on. Maybe they've got some ale hidden away.,thoros,9
2017-07-16,Season 7,Episode 1,Dragonstone,They don't.,sandor clegane,2
2017-07-16,Season 7,Episode 1,Dragonstone,See if there's a larder. They always leave something behind.,thoros,10
2017-07-16,Season 7,Episode 1,Dragonstone,How do you think it ended for them?,beric dondarrion,8
2017-07-16,Season 7,Episode 1,Dragonstone,With death.,sandor clegane,2
2017-07-16,Season 7,Episode 1,Dragonstone,"Girl died in her father's arms. Both of them covered in blood and a knife at their feet. I'd say they were starving. And rather than letting his little girl suffer, he ended it for both of them.",beric dondarrion,38
2017-07-16,Season 7,Episode 1,Dragonstone,Doesn't matter now.,sandor clegane,3
2017-07-16,Season 7,Episode 1,Dragonstone,"No, doesn't matter now.",beric dondarrion,4
2017-07-16,Season 7,Episode 1,Dragonstone,"I've known you a long time, Dondarrion.",sandor clegane,7
2017-07-16,Season 7,Episode 1,Dragonstone,Aye. I think the first time we met was at that tournament--,beric dondarrion,12
2017-07-16,Season 7,Episode 1,Dragonstone,And I always thought you were dull as dirt.,sandor clegane,9
2017-07-16,Season 7,Episode 1,Dragonstone,"You're not bad. I don't hate you. Don't like, but you're not bad.",sandor clegane,13
2017-07-16,Season 7,Episode 1,Dragonstone,"Thank you, Clegane. That warms the heart.",beric dondarrion,7
2017-07-16,Season 7,Episode 1,Dragonstone,But there's nothing special about you.,sandor clegane,6
2017-07-16,Season 7,Episode 1,Dragonstone,You're right about that.,beric dondarrion,4
2017-07-16,Season 7,Episode 1,Dragonstone,"So why does the Lord of Light keep bringing you back? I've met better men than you, and they've been hanged from crossbeams, or beheaded, or just shat themselves to death in a field somewhere. None of them came back. So, why you?",sandor clegane,43
2017-07-16,Season 7,Episode 1,Dragonstone,You think I don't ask myself that? Every hour of every day? Why am I here? What am I supposed to do? What does the Lord see in me?,beric dondarrion,29
2017-07-16,Season 7,Episode 1,Dragonstone,And?,sandor clegane,1
2017-07-16,Season 7,Episode 1,Dragonstone,I don't know. I don't understand our Lord.,beric dondarrion,8
2017-07-16,Season 7,Episode 1,Dragonstone,Your Lord.,sandor clegane,2
2017-07-16,Season 7,Episode 1,Dragonstone,I don't know what He wants from me. I only know that He wants me alive.,beric dondarrion,16
2017-07-16,Season 7,Episode 1,Dragonstone,"If he's so all-powerful, why doesn't he just tell you what the fuck he wants?",sandor clegane,16
2017-07-16,Season 7,Episode 1,Dragonstone,Clegane.,thoros,1
2017-07-16,Season 7,Episode 1,Dragonstone,Come over here. Don't worry. The fire won't bite. I want to show you something.,thoros,15
2017-07-16,Season 7,Episode 1,Dragonstone,It's my fucking luck I end up with a band of fire worshippers.,sandor clegane,13
2017-07-16,Season 7,Episode 1,Dragonstone,Aye. Almost seems like divine justice.,beric dondarrion,6
2017-07-16,Season 7,Episode 1,Dragonstone,"There's no divine justice, you dumb cunt. If there was, you'd be dead...and that girl would be alive.",sandor clegane,19
2017-07-16,Season 7,Episode 1,Dragonstone,What do you want?,sandor clegane,4
2017-07-16,Season 7,Episode 1,Dragonstone,Look into the flames.,thoros,4
2017-07-16,Season 7,Episode 1,Dragonstone,I don't want to look in the damn flames.,sandor clegane,9
2017-07-16,Season 7,Episode 1,Dragonstone,You saw me bring him back from the dead after you cut him down. Don't you want to know what gave me the power?,thoros,24
2017-07-16,Season 7,Episode 1,Dragonstone,I keep asking and no one wants to tell me.,sandor clegane,10
2017-07-16,Season 7,Episode 1,Dragonstone,We can't tell you. Only the fire can tell you.,thoros,10
2017-07-16,Season 7,Episode 1,Dragonstone,What do you see?,thoros,4
2017-07-16,Season 7,Episode 1,Dragonstone,Logs burning.,sandor clegane,2
2017-07-16,Season 7,Episode 1,Dragonstone,Keep looking. What do you see?,thoros,6
2017-07-16,Season 7,Episode 1,Dragonstone,Ice. A wall of ice. The Wall.,sandor clegane,7
2017-07-16,Season 7,Episode 1,Dragonstone,What else?,thoros,2
2017-07-16,Season 7,Episode 1,Dragonstone,It's where the Wall meets the sea. There's a castle there.,sandor clegane,11
2017-07-16,Season 7,Episode 1,Dragonstone,There's a mountain. Looks like an arrowhead. The dead are marching past.,sandor clegane,12
2017-07-16,Season 7,Episode 1,Dragonstone,Thousands of them.,sandor clegane,3
2017-07-16,Season 7,Episode 1,Dragonstone,"Do you believe me now, Clegane? Do you believe we're here for a reason?",beric dondarrion,14
2017-07-16,Season 7,Episode 1,Dragonstone,"What the hell are you doing, Clegane?",thoros,7
2017-07-16,Season 7,Episode 1,Dragonstone,Burying the dead.,sandor clegane,3
2017-07-16,Season 7,Episode 1,Dragonstone,You knew these people.,thoros,4
2017-07-16,Season 7,Episode 1,Dragonstone,Not really.,sandor clegane,2
2017-07-16,Season 7,Episode 1,Dragonstone,"We ask the Father to judge us with mercy. We ask the Mother to... Fuck it, I don't remember the rest. I'm sorry you're dead. You deserved better. Both of you.",sandor clegane,31
2017-07-16,Season 7,Episode 1,Dragonstone,Mom.,little sam,1
2017-07-16,Season 7,Episode 1,Dragonstone,"You should really sleep, Sam.",gilly,5
2017-07-16,Season 7,Episode 1,Dragonstone,The dead don't.,sam tarly,3
2017-07-16,Season 7,Episode 1,Dragonstone,Legends of the Long Night.,gilly,5
2017-07-16,Season 7,Episode 1,Dragonstone,The Targaryens used dragonglass to decorate their weapons without even knowing what the First Men used it for.,sam tarly,18
2017-07-16,Season 7,Episode 1,Dragonstone,What is it?,gilly,3
2017-07-16,Season 7,Episode 1,Dragonstone,It's a map of Dragonstone. The Targaryens built their first stronghold there when they invaded Westeros.,sam tarly,16
2017-07-16,Season 7,Episode 1,Dragonstone,That's dragonglass?,gilly,2
2017-07-16,Season 7,Episode 1,Dragonstone,"A mountain of it. Beneath the ground. Stannis told me, but I didn't think... This is important. Jon needs to know.",sam tarly,21
2017-07-16,Season 7,Episode 1,Dragonstone,Has she come yet?,jorah mormont,4
2017-07-16,Season 7,Episode 1,Dragonstone,Who?,sam tarly,1
2017-07-16,Season 7,Episode 1,Dragonstone,The Dragon Queen. Daenerys Stormborn.,jorah mormont,5
2017-07-16,Season 7,Episode 1,Dragonstone,Haven't heard anything.,sam tarly,3
2017-07-16,Season 7,Episode 1,Dragonstone,Shall we begin?,daenerys targaryen,3
2017-07-23,Season 7,Episode 2,Stormborn,"On a night like this, you came into the world.",tyrion lannister,10
2017-07-23,Season 7,Episode 2,Stormborn,I remember that storm. All the dogs in King's Landing howled through the night.,varys,14
2017-07-23,Season 7,Episode 2,Stormborn,I wish I could remember it.,daenerys targaryen,6
2017-07-23,Season 7,Episode 2,Stormborn,I always thought this would be a homecoming. It doesn't feel like home.,daenerys targaryen,13
2017-07-23,Season 7,Episode 2,Stormborn,We won't stay on Dragonstone for long.,tyrion lannister,7
2017-07-23,Season 7,Episode 2,Stormborn,Good.,daenerys targaryen,1
2017-07-23,Season 7,Episode 2,Stormborn,Not so many lions.,daenerys targaryen,4
2017-07-23,Season 7,Episode 2,Stormborn,"Cersei controls fewer than half the Seven Kingdoms. The lord of Westeros despise her. Even before your arrival, they plotted against her. Now...",varys,23
2017-07-23,Season 7,Episode 2,Stormborn,They cry out for their true queen? They drink secret toasts to my health?,daenerys targaryen,14
2017-07-23,Season 7,Episode 2,Stormborn,"People used to tell my brother that sort of thing, and he was stupid enough to believe them.",daenerys targaryen,18
2017-07-23,Season 7,Episode 2,Stormborn,"If Viserys had three dragons and an army at his back, he'd have invaded King's Landing already.",daenerys targaryen,17
2017-07-23,Season 7,Episode 2,Stormborn,Conquering Westeros would be easy for you. But you're not here to be queen of the ashes.,tyrion lannister,17
2017-07-23,Season 7,Episode 2,Stormborn,No.,daenerys targaryen,1
2017-07-23,Season 7,Episode 2,Stormborn,"We can take the Seven Kingdoms without turning it into a slaughterhouse. If the great houses support your claim against Cersei, the game is won. With the Tyrell army and the Dornish on our side, we have powerful allies in the south.",tyrion lannister,42
2017-07-23,Season 7,Episode 2,Stormborn,I never properly thanked you for that.,daenerys targaryen,7
2017-07-23,Season 7,Episode 2,Stormborn,"They joined our side, my queen, because they believe in you.",varys,11
2017-07-23,Season 7,Episode 2,Stormborn,"You served my father, didn't you, Lord Varys?",daenerys targaryen,8
2017-07-23,Season 7,Episode 2,Stormborn,I did.,varys,2
2017-07-23,Season 7,Episode 2,Stormborn,And then you served the man who overthrew him?,daenerys targaryen,9
2017-07-23,Season 7,Episode 2,Stormborn,"I had a choice, Your Grace--serve Robert Baratheon or face the headman's axe.",varys,14
2017-07-23,Season 7,Episode 2,Stormborn,But you didn't serve him long. You turned against him.,daenerys targaryen,10
2017-07-23,Season 7,Episode 2,Stormborn,"Robert was an improvement on your father, to be sure. There have been few rulers in history as cruel as the Mad King. Robert was neither mad nor cruel. He simply had no interest in being king.",varys,37
2017-07-23,Season 7,Episode 2,Stormborn,So you took it upon yourself to find a better one.,daenerys targaryen,11
2017-07-23,Season 7,Episode 2,Stormborn,"Your Grace, when I was ready to drink myself into a small coffin, Lord Varys told me about a queen in the east who--",tyrion lannister,24
2017-07-23,Season 7,Episode 2,Stormborn,"Before I came to power, you favored my brother. All your spies, your little birds, did they tell you Viserys was cruel, stupid, and weak? Would those qualities have made for a good king in your learned opinion?",daenerys targaryen,38
2017-07-23,Season 7,Episode 2,Stormborn,"Until your marriage to Khal Drogo, Your Grace, I knew nothing about you, save your existence and that you were said to be beautiful.",varys,24
2017-07-23,Season 7,Episode 2,Stormborn,So you and your friends traded me like a prized horse to the Dothraki.,daenerys targaryen,14
2017-07-23,Season 7,Episode 2,Stormborn,Which you turned to your advantage.,varys,6
2017-07-23,Season 7,Episode 2,Stormborn,Who gave the order to kill me?,daenerys targaryen,7
2017-07-23,Season 7,Episode 2,Stormborn,King Robert.,varys,2
2017-07-23,Season 7,Episode 2,Stormborn,Who hired the assassins?,daenerys targaryen,4
2017-07-23,Season 7,Episode 2,Stormborn,Who sent word to Essos to murder Daenerys Targaryen?,daenerys targaryen,9
2017-07-23,Season 7,Episode 2,Stormborn,"Your Grace, I did what had to be done to--",varys,10
2017-07-23,Season 7,Episode 2,Stormborn,To keep yourself alive.,daenerys targaryen,4
2017-07-23,Season 7,Episode 2,Stormborn,Lord Varys has proven himself a loyal servant.,tyrion lannister,8
2017-07-23,Season 7,Episode 2,Stormborn,"Proven himself loyal? Quite the opposite. If he dislikes one monarch, he conspires to crown the next one. What king of a servant is that?",daenerys targaryen,25
2017-07-23,Season 7,Episode 2,Stormborn,"The kind the realm needs. Incompetence should not be rewarded with blind loyalty. As long as I have my eyes, I'll use them. I wasn't born into a great house. I came from nothing. I was sold as a slave and carved up as an offering. When I was a child, I lived in alleys, gutters, abandoned houses. You wish to know where my true loyalties lie? Not with any king or queen, but with the people. The people who suffer under despots and prosper under just rule. The people whose hearts you aim to win. If you demand blind allegiance, I respect your wishes. Grey Worm can behead me or your dragons can devour me. But if you let me live, I will serve you well. I will dedicate myself to seeing you on the Iron Throne because I choose you. Because I know the people have no better chance than you.",varys,153
2017-07-23,Season 7,Episode 2,Stormborn,"Swear this to me, Varys. If you ever think I'm failing the people, you won't conspire behind my back. You'll look me in the eye as you have done today, and you'll tell me how I'm failing them.",daenerys targaryen,38
2017-07-23,Season 7,Episode 2,Stormborn,"I swear it, my queen.",varys,5
2017-07-23,Season 7,Episode 2,Stormborn,"And I swear this--if you ever betray me, I'll burn you alive.",daenerys targaryen,13
2017-07-23,Season 7,Episode 2,Stormborn,I would expect nothing less from the Mother of Dragons.,varys,10
2017-07-23,Season 7,Episode 2,Stormborn,"Forgive me, my queen. A red priestess from As'shai has come to see you.",grey worm,14
2017-07-23,Season 7,Episode 2,Stormborn,"Queen Daeneys, I was a slave once, bought and sold, scourged and branded. It is an honor to meet the Breaker of Chains.",melisandre,23
2017-07-23,Season 7,Episode 2,Stormborn,The Red Priests helped bring peace to Meereen. You are very welcome here. What is your name?,daenerys targaryen,17
2017-07-23,Season 7,Episode 2,Stormborn,I am called Melisandre.,melisandre,4
2017-07-23,Season 7,Episode 2,Stormborn,"She once served another who wanted the Iron Throne. It didn't end well for Stannis Baratheon, did it?",varys,18
2017-07-23,Season 7,Episode 2,Stormborn,"No, it didn't.",melisandre,3
2017-07-23,Season 7,Episode 2,Stormborn,You chose an auspicious day to arrive at Dragonstone.,daenerys targaryen,9
2017-07-23,Season 7,Episode 2,Stormborn,We've just decided to pardon those who served the wrong king.,daenerys targaryen,11
2017-07-23,Season 7,Episode 2,Stormborn,"The Lord of Light doesn't have many followers in Westeros, does he?",daenerys targaryen,12
2017-07-23,Season 7,Episode 2,Stormborn,Not yet. But even those who don't worship the Lord can serve his cause.,melisandre,14
2017-07-23,Season 7,Episode 2,Stormborn,What does your Lord expect from me?,daenerys targaryen,7
2017-07-23,Season 7,Episode 2,Stormborn,The Long Night is coming. Only the prince who was promised can bring the dawn.,melisandre,15
2017-07-23,Season 7,Episode 2,Stormborn,The prince who was promised will bring the dawn. I'm afraid I'm not a prince.,daenerys targaryen,15
2017-07-23,Season 7,Episode 2,Stormborn,"Your Grace, forgive me, but your translation is not quite accurate. That noun has no gender in High Valyrian, so the proper translation for that prophecy would be the prince or princess who was promised will bring the dawn.",missandei,39
2017-07-23,Season 7,Episode 2,Stormborn,"Doesn't really roll off the tongue, does it?",tyrion lannister,8
2017-07-23,Season 7,Episode 2,Stormborn,"No, but I like it better.",daenerys targaryen,6
2017-07-23,Season 7,Episode 2,Stormborn,And you believe this prophecy refers to me?,daenerys targaryen,8
2017-07-23,Season 7,Episode 2,Stormborn,"Prophecies are dangerous things. I believe you have a role to play, as does another. The King in the North, Jon Snow.",melisandre,22
2017-07-23,Season 7,Episode 2,Stormborn,Jon Snow? Ned Stark's bastard?,tyrion lannister,5
2017-07-23,Season 7,Episode 2,Stormborn,You know him?,daenerys targaryen,3
2017-07-23,Season 7,Episode 2,Stormborn,I traveled with him to the Wall when he joined the Night's Watch.,tyrion lannister,13
2017-07-23,Season 7,Episode 2,Stormborn,"And why do you think the Lord of Light singled out this Jon Snow aside from the visions you've seen in the flames, that is?",varys,25
2017-07-23,Season 7,Episode 2,Stormborn,As Lord Commander of the Night's Watch he allowed the Wildlings south of the Wall to protect them from great danger. As King in the North he has united those Wildlings with the northern houses so together they may face their common enemy.,melisandre,43
2017-07-23,Season 7,Episode 2,Stormborn,He sounds like quite a man.,daenerys targaryen,6
2017-07-23,Season 7,Episode 2,Stormborn,"Summon Jon Snow. Let him stand before you and tell you things that have happened to him, the things that he has seen with his own eyes.",melisandre,27
2017-07-23,Season 7,Episode 2,Stormborn,"I can't speak to prophecies or visions in the flames, but I like Jon Snow and I trusted him, and I am an excellent judge of character.",tyrion lannister,27
2017-07-23,Season 7,Episode 2,Stormborn,"If he does rule the north, he would make a valuable ally. The Lannisters executed his father and conspired to murder his brother. Jon Snow has even more reason to hate Cersei than you do.",tyrion lannister,35
2017-07-23,Season 7,Episode 2,Stormborn,Very well. Send a raven north. Tell Jon Snow that his Queen invites him to come to Drangonstone...and bend the knee.,daenerys targaryen,22
